from_customer;to_apl_100mN29649E43165;to_apl_100mN29661E43200;to_apl_100mN29630E43162;to_apl_100mN29665E43151;to_apl_100mN29606E43185;to_apl_100mN29633E43200;to_apl_100mN29671E43184;to_apl_100mN29638E43133;to_apl_100mN29611E43167;to_apl_100mN29644E43182;to_apl_100mN29645E43147;to_apl_100mN29683E43217;to_apl_100mN29641E43160;to_apl_100mN29631E43173;to_apl_100mN29655E43174;to_apl_100mN29631E43167;to_apl_100mN29617E43204;to_apl_100mN29658E43191;to_apl_100mN29684E43150;to_apl_100mN29638E43175;to_apl_100mN29647E43211;to_apl_100mN29643E43154;to_apl_100mN29608E43162;to_apl_100mN29648E43160;to_apl_100mN29660E43135;to_apl_100mN29658E43183;to_apl_100mN29622E43153;to_apl_100mN29637E43169;to_apl_100mN29678E43181;to_apl_100mN29621E43139;to_apl_100mN29682E43213;to_apl_100mN29677E43156;to_apl_100mN29624E43178;to_apl_100mN29608E43179;to_apl_100mN29655E43169;to_apl_100mN29646E43138;to_apl_100mN29652E43148;to_apl_100mN29667E43198;to_apl_100mN29677E43188;to_apl_100mN29644E43171;to_apl_100mN29636E43164;to_apl_100mN29655E43203;to_apl_100mN29634E43159;to_apl_100mN29646E43178;to_apl_100mN29628E43202;to_apl_100mN29664E43179;to_apl_100mN29625E43164;to_apl_100mN29663E43194;to_apl_100mN29599E43177;to_apl_100mN29647E43143;to_apl_100mN29667E43188;to_apl_100mN29610E43173;to_apl_100mN29606E43198;to_apl_100mN29633E43182;to_apl_100mN29654E43196;to_apl_100mN29653E43157;to_apl_100mN29665E43183;to_apl_100mN29629E43196;to_apl_100mN29637E43140;to_apl_100mN29682E43209
100mN29618E43131;6027.2;9598.6;3826.7;8494.2;7080.2;7863.4;9086.8;3759.5;4364.1;6729.1;4369.1;12513.5;4943.8;4954.1;7093.2;4224.0;8665.1;8467.1;10148.3;5503.9;9771.8;4661.6;4250.8;5462.1;8196.3;7941.9;2316.8;5050.9;9940.6;935.6;12088.7;8956.6;5465.9;5600.1;6695.8;4620.3;5264.9;9755.5;10089.7;5709.9;4539.9;9806.1;4154.7;6455.9;7850.3;8215.4;3687.2;9275.1;6484.8;4498.2;8915.5;4899.5;7983.8;5995.0;8964.6;5650.3;8416.2;7161.1;3257.3;11952.5
100mN29621E43131;5762.6;9872.9;4101.0;8180.6;7354.5;8137.7;9144.6;3026.7;4638.4;7003.4;4055.5;12787.8;4859.4;5228.4;7079.4;4498.3;8939.4;8741.4;9834.7;5778.2;10046.1;4348.0;4532.6;5317.5;6905.9;8070.4;2591.1;5325.2;9588.1;1170.6;12363.0;8643.0;5740.2;5874.4;6589.0;4172.8;4951.3;10029.8;10147.5;5984.2;4814.2;10080.4;4429.0;6730.3;8124.6;8219.7;3961.5;9549.4;6759.1;4084.9;8973.3;5173.9;8258.1;6269.3;9238.9;5336.6;8474.0;7435.4;2809.8;12226.8
100mN29623E43132;5659.0;9842.1;4070.2;8077.0;7323.7;8106.9;9041.0;2816.3;4607.7;6972.6;3951.8;12757.1;4755.7;5197.7;6975.7;4467.5;8908.7;8710.6;9731.1;5747.4;10015.3;4244.3;4501.8;5213.8;6695.5;7966.7;2560.3;5294.5;9484.5;1139.9;12332.2;8539.4;5709.5;5843.6;6485.4;4069.2;4847.6;9999.1;10043.9;5953.4;4783.4;10049.6;4398.2;6699.5;8093.8;8116.0;3930.7;9518.7;6728.3;3981.3;8869.6;5143.1;8227.3;6238.6;9208.2;5233.0;8370.4;7404.7;2706.2;12196.1
100mN29633E43131;4328.5;8537.5;3781.1;6746.5;7671.7;7618.9;7710.5;1877.9;4955.6;5669.1;2621.4;11452.5;3425.3;4748.2;5645.3;4079.2;8960.0;7406.0;8400.6;4754.9;9026.7;2913.9;4948.5;3883.4;6230.5;6636.3;2891.4;4178.1;8154.0;1661.7;11027.6;7208.9;5687.3;6191.6;5154.9;2738.7;3517.2;8694.5;8713.4;4537.1;3571.0;8745.0;3223.8;5395.9;7776.4;6785.6;3982.0;8214.1;7076.3;2650.8;7539.2;5491.0;8278.7;5571.5;7903.6;3902.5;7039.9;7087.3;1375.7;10891.4
100mN29636E43131;4099.6;8308.6;3816.4;6321.8;7954.7;7654.2;7481.6;1205.3;5238.7;5704.3;2104.2;11223.5;3460.6;4783.5;5410.2;4114.5;9243.1;7177.1;7975.9;4790.1;9015.1;2598.8;5231.5;3654.5;5355.8;6407.3;3174.5;4213.4;7729.3;2788.6;10798.7;6784.2;5722.6;6474.6;4919.9;2128.5;3000.0;8465.5;8101.3;4572.4;3606.3;8516.1;3259.1;5431.2;7811.7;6553.0;4265.1;7985.1;7359.3;2040.6;7310.2;5774.1;8561.7;5606.8;7674.6;3477.8;6811.0;7122.6;941.8;10662.5
100mN29639E43131;4001.8;8210.8;3890.7;6224.0;8033.4;7728.5;7383.8;130.3;5317.3;5778.7;2006.4;11125.7;3566.3;4857.8;5312.4;4188.8;9321.7;7079.3;7878.1;4864.5;8917.3;2501.0;5310.1;3556.7;4957.7;6309.5;3253.1;4287.7;7631.5;2867.2;10700.9;6686.4;5796.9;6553.2;4822.1;1949.2;2902.2;8367.8;8003.5;4539.8;3680.6;8418.3;3333.4;5469.2;7886.0;6455.2;4343.7;7887.4;7437.9;1942.8;7212.4;5852.7;8640.4;5681.1;7576.9;3380.0;6713.2;7196.9;1020.5;10564.7
100mN29641E43131;3941.6;8150.6;3923.2;6163.7;8510.7;7761.1;7323.6;619.3;5823.4;5811.2;1946.2;11065.5;3506.0;4890.3;5252.1;4221.3;9337.8;7019.0;7548.3;4897.0;8857.1;2440.8;5947.8;3496.4;4495.7;6249.3;3890.8;4320.2;7571.3;3504.9;10640.7;6626.2;5829.4;7030.5;4761.8;1506.3;2841.9;8307.5;7943.2;4479.5;3713.1;8358.1;3365.9;5408.9;7918.5;6395.0;4457.0;7827.1;7944.1;1882.5;7152.2;6341.7;8656.5;5713.6;7516.6;3319.8;6652.9;7229.4;1658.2;10504.5
100mN29647E43132;3728.4;7738.8;4393.8;5547.3;8981.2;7794.0;6808.0;1654.1;6294.0;5604.4;1721.3;10653.8;3292.8;5132.5;4720.5;4625.6;9463.5;6607.3;6816.7;4898.4;8547.5;2556.3;6589.7;3267.2;3764.0;5816.2;4678.5;4430.3;7024.9;4292.6;10191.6;6079.7;6142.4;7501.1;4230.2;672.9;1900.0;7895.8;7396.8;4266.3;4029.6;7946.4;3836.4;5099.4;8028.7;5848.6;4927.5;7415.4;8414.6;1312.6;6719.1;6812.2;9092.4;5823.8;7104.9;2773.3;6199.8;7339.6;2445.9;10055.4
100mN29657E43131;3933.7;7898.5;5215.8;2341.7;10031.1;8213.9;6380.4;4430.3;7424.8;5781.2;3629.7;10505.2;4077.1;5911.5;4521.7;5404.5;10196.5;6767.0;4334.2;5405.1;8724.3;3900.8;7763.3;3475.3;681.3;5654.3;6157.1;5209.3;6460.5;7000.2;9932.6;4503.4;6921.3;8551.0;4048.1;3927.9;2935.4;7645.8;6832.5;4773.0;4808.6;8106.0;4701.6;5276.2;8524.2;5420.9;5725.2;7484.4;9519.7;3844.9;6327.0;7942.2;9876.7;6599.3;7264.5;2875.1;5772.2;7835.0;4940.6;9762.2
100mN29660E43131;4402.3;8367.1;5684.5;2604.2;10499.7;8682.6;6849.0;4483.0;7893.4;6249.8;4098.4;10973.8;4545.8;6380.1;4990.4;5873.2;10665.1;7235.6;4076.5;5873.8;9193.0;4369.4;8232.0;3943.9;820.9;6123.0;6625.7;5678.0;6929.2;7272.4;10401.2;4263.4;7390.0;9019.6;4516.7;3980.6;3404.1;8114.4;7301.1;5241.7;5277.2;8574.6;5170.3;5744.8;8992.8;5889.6;6193.8;7953.0;9988.3;4313.6;6795.7;8410.8;10345.3;7068.0;7733.2;3343.8;6240.8;8303.7;5409.2;10230.9
100mN29661E43131;4626.5;8524.4;5908.6;2642.0;10723.8;8906.7;6998.6;4304.4;8117.5;6473.9;4322.5;11123.5;4769.9;6604.2;5147.7;6097.3;10889.2;7392.9;3791.5;6097.9;9368.1;4593.6;8456.1;4168.0;786.3;6280.3;6849.9;5902.1;6933.6;7093.8;10550.8;3978.4;7614.1;9243.7;4674.0;3802.0;3628.2;8264.0;7305.6;5465.8;5501.4;8731.9;5394.4;5968.9;9217.0;6039.2;6417.9;8102.7;10212.5;4441.7;6945.3;8635.0;10569.5;7292.1;7890.5;3567.9;6390.5;8527.8;5343.3;9924.3
100mN29666E43131;4849.2;8361.3;6282.0;2478.9;11097.3;8975.3;6835.5;4424.4;8491.0;6543.7;4695.9;10960.3;5143.3;6977.7;4984.5;6470.7;11005.5;7229.8;3598.8;6471.3;9205.0;4967.0;8829.5;4541.4;1159.7;6117.1;7223.3;6275.5;6740.9;7213.8;10387.7;3785.7;7987.5;9617.1;4510.9;3921.9;4001.6;8100.9;7112.9;5678.0;5874.8;8568.8;5767.8;6038.7;9333.2;5876.1;6791.3;7939.5;10585.9;4561.7;6782.1;9008.4;10942.9;7665.5;7727.3;3941.3;6227.3;8644.1;5463.2;9731.6
100mN29669E43132;4850.6;8362.7;6652.1;2480.3;11467.3;8976.7;6836.9;4794.4;8861.0;6545.1;5065.9;10961.7;5513.4;7112.5;4985.9;6804.1;11006.9;7231.1;3440.0;6487.7;9206.3;5337.0;9199.5;4740.5;1529.8;6118.5;7593.3;6457.6;6582.1;7583.8;10389.1;3626.8;8123.5;9987.2;4512.2;4292.0;4371.7;8102.3;6954.0;5679.4;6162.4;8570.2;6137.8;6040.1;9334.6;5877.4;7161.4;7940.9;10955.9;4931.7;6783.5;9378.4;11218.0;7681.9;7728.7;4253.8;6228.7;8645.5;5833.2;9572.8
100mN29683E43131;6876.4;8802.2;8752.8;3977.3;13568.1;10628.1;6064.8;6684.3;10961.8;8196.5;7230.3;10060.9;7539.2;8967.8;6592.6;8829.9;12714.5;8226.7;1923.0;8343.0;10643.3;7660.2;11398.1;6766.3;4086.1;7225.2;9916.6;8309.7;5940.5;9473.7;9569.1;2992.2;9978.8;12088.0;6134.7;6181.9;6694.9;8200.2;6344.9;7412.5;8188.2;9268.3;8384.6;7691.5;11042.2;6685.6;9262.2;8038.8;13056.7;6821.6;6850.6;11479.2;12938.6;9537.2;8879.8;6279.6;6636.9;10353.1;7723.1;8963.6
100mN29687E43131;6864.3;8790.1;8740.7;3965.1;13555.9;10616.0;6052.7;6952.1;10949.6;8184.4;7498.0;10048.8;7527.1;8955.7;6580.5;8817.7;12702.4;8214.5;1910.9;8330.8;10631.1;7801.5;11386.0;6754.2;4353.8;7213.1;9992.8;8297.6;5928.3;9741.5;9557.0;2980.1;9966.7;12075.8;6122.6;6449.6;6962.6;8188.0;6332.7;7400.4;8176.1;9256.2;8372.5;7679.4;11030.1;6673.4;9250.0;8026.7;13044.6;7089.3;6838.4;11467.1;12926.5;9525.0;8867.6;6267.5;6624.8;10341.0;7990.9;8951.5
100mN29618E43135;5733.3;9304.7;3532.8;8203.9;6785.9;7569.5;8793.0;3469.1;4069.9;6435.2;4078.7;12219.6;4649.9;4660.2;6799.3;3930.1;8371.2;8173.2;9858.0;5210.0;9477.9;4371.3;3956.9;5171.7;7905.9;7648.0;2022.9;4757.0;9646.7;645.2;11794.8;8666.3;5172.0;5305.8;6401.9;4329.9;4974.5;9461.6;9795.8;5416.0;4246.0;9512.2;3860.8;6162.0;7556.4;7921.5;3393.3;8981.2;6208.0;4207.8;8621.6;4605.3;7689.9;5701.1;8670.7;5359.9;8122.3;6867.2;2966.9;11658.6
100mN29621E43134;5829.2;9400.6;3628.7;8296.3;6882.3;7665.4;8888.9;3561.6;4166.2;6531.2;4171.2;12315.6;4745.9;4756.2;6895.2;4026.0;8467.2;8269.1;9950.4;5305.9;9573.8;4463.7;4055.2;5264.1;7998.4;7743.9;2118.8;4853.0;9742.6;737.6;11890.7;8758.7;5268.0;5402.1;6497.9;4422.3;5067.0;9557.6;9891.8;5511.9;4341.9;9608.2;3956.7;6258.0;7652.3;8017.5;3489.2;9077.2;6286.8;4300.2;8717.5;4701.6;7785.8;5797.1;8766.7;5452.3;8218.3;6963.2;3059.4;11754.6
100mN29624E43134;5551.0;9734.1;3962.2;7968.9;7215.7;7998.9;8933.0;3157.2;4499.7;6864.6;3843.8;12649.0;4647.7;5089.7;6867.7;4359.5;8800.6;8602.6;9623.0;5639.4;9907.3;4136.3;4393.8;5105.8;7036.4;7858.7;2452.3;5186.5;9376.5;1031.9;12224.2;8431.4;5601.4;5735.6;6377.4;3961.2;4739.6;9891.1;9935.8;5845.4;4675.4;9941.6;4290.2;6591.5;7985.8;8008.0;3822.7;9410.7;6620.3;3873.3;8761.6;5035.1;8119.3;6130.6;9100.2;5125.0;8262.4;7296.7;2598.2;12088.0
100mN29627E43136;4755.8;8964.8;3891.7;7173.8;7290.8;7928.4;8137.8;2305.2;4574.8;6096.3;3048.6;11879.7;3852.5;5019.2;6072.5;4289.0;8730.1;7833.3;8827.9;5182.1;9454.0;3341.2;4468.9;4310.7;6875.8;7063.5;2527.4;4605.3;8581.3;1107.0;11454.9;7636.2;5531.0;5810.7;5582.2;3166.0;3944.4;9121.7;9140.7;4964.4;3998.3;9172.3;3651.0;5823.2;7915.3;7212.8;3752.2;8641.3;6695.4;3078.1;7966.4;5110.2;8048.8;6060.1;8330.8;4329.8;7467.2;7226.2;1803.0;11318.7
100mN29628E43136;4380.4;8589.4;3597.8;6798.3;7147.9;7634.5;7762.4;1929.8;4431.9;5720.9;2673.2;11504.3;3477.1;4725.3;5697.1;3995.1;8436.2;7457.8;8452.4;4806.7;9078.5;2965.7;4424.7;3935.2;6500.4;6688.1;2367.7;4229.9;8205.9;1067.7;11079.5;7260.7;5237.0;5667.8;5206.8;2790.5;3569.0;8746.3;8765.2;4588.9;3622.8;8796.9;3275.6;5447.7;7621.4;6837.4;3458.3;8265.9;6552.5;2702.6;7591.0;4967.3;7754.9;5623.3;7955.4;3954.3;7091.7;6932.3;1427.6;10943.3
100mN29633E43135;4108.3;8317.3;3560.9;6526.3;7451.5;7398.7;7490.3;1657.7;4735.4;5448.8;2401.2;11232.2;3205.1;4528.0;5425.0;3859.0;8739.8;7185.8;8180.4;4534.6;8806.5;2693.7;4728.3;3663.2;6228.4;6416.0;2671.2;3957.9;7933.8;1640.1;10807.4;6988.7;5467.1;5971.3;4934.7;2518.5;3296.9;8474.3;8493.2;4316.9;3350.8;8524.8;3003.6;5175.7;7556.2;6565.3;3761.8;7993.9;6856.0;2430.6;7319.0;5270.8;8058.5;5351.3;7683.4;3682.3;6819.7;6867.1;1155.5;10671.2
100mN29636E43134;4386.5;8595.5;3839.0;6804.4;7729.6;7676.9;7768.5;1935.9;5013.6;5727.0;2679.3;11510.4;3483.2;4806.1;5703.2;4137.1;9017.9;7464.0;8458.5;4812.8;9084.7;2971.8;5006.4;3941.3;6450.7;6694.2;2949.4;4236.0;8212.0;1968.7;11085.6;7266.8;5745.2;6249.5;5212.9;2796.6;3575.1;8752.4;8771.3;4595.1;3628.9;8803.0;3281.7;5453.8;7834.4;6843.5;4040.0;8272.0;7134.2;2708.8;7597.1;5549.0;8336.6;5629.4;7961.5;3960.5;7097.8;7145.2;1433.7;10949.4
100mN29639E43134;3623.9;7832.9;3605.6;5846.1;7764.5;7443.4;7005.9;546.1;5048.5;5493.6;1628.5;10747.9;3188.4;4572.7;4934.5;3903.7;9020.2;6701.4;7500.2;4579.4;8539.4;2123.1;5041.3;3178.8;5373.5;5931.7;2984.3;4002.6;7253.7;2598.4;10323.0;6308.5;5511.8;6284.4;4444.2;1652.8;2524.3;7989.9;7625.6;4161.9;3395.5;8040.4;3048.3;5091.3;7600.9;6077.4;4074.9;7509.5;7169.1;1564.9;6834.6;5583.9;8338.8;5396.0;7199.0;3002.1;6335.3;6911.8;751.6;10186.9
100mN29642E43134;3566.9;7775.9;3548.5;5789.0;8136.0;7386.4;6948.9;563.6;5448.7;5436.5;1571.5;10690.8;3131.3;4515.6;4877.5;3846.6;8963.1;6644.4;7443.1;4522.3;8482.4;2066.1;5744.5;3121.7;4902.1;5874.6;3742.6;3945.5;7196.6;3356.7;10266.0;6251.5;5454.7;6655.8;4387.1;1516.8;2467.3;7932.8;7568.6;4104.8;3338.4;7983.4;2991.2;5034.3;7543.9;6020.3;4082.3;7452.4;7569.4;1507.8;6777.5;5967.0;8281.8;5338.9;7141.9;2945.1;6278.3;6854.7;1509.9;10129.8
100mN29645E43135;3431.3;7640.3;3875.7;5615.7;8463.1;7496.9;6806.4;1490.1;5775.9;5348.6;1346.2;10555.2;2995.7;4835.5;4704.1;4173.8;9290.3;6508.8;7269.8;4601.3;8346.8;2259.2;6071.7;2986.1;4437.3;5739.0;4087.0;4133.3;7023.3;3701.1;10130.4;6078.1;5781.9;6983.0;4213.8;502.8;2004.4;7797.2;7395.2;3969.2;3665.6;7847.8;3318.4;4898.7;7731.6;5847.0;4409.5;7316.8;7896.5;1121.6;6641.9;6294.2;8608.9;5526.7;7006.3;2771.8;6142.7;7042.5;1854.4;9994.2
100mN29647E43134;3454.1;7517.8;4122.7;5396.3;8710.2;7519.7;6587.0;1923.9;6022.9;5371.3;1447.0;10432.8;3018.5;4858.2;4499.5;4351.3;9189.2;6386.3;7050.4;4624.1;8326.5;2282.0;6318.7;3008.9;4333.0;5595.2;4488.0;4156.0;6803.8;4102.1;9970.6;5858.7;5868.1;7230.0;4009.2;401.1;1719.6;7674.8;7175.8;3992.0;3755.3;7725.3;3565.4;4878.4;7754.4;5627.6;4656.5;7194.4;8143.6;1038.3;6498.1;6541.2;8818.1;5549.5;6883.9;2552.3;5978.8;7065.3;2255.4;9834.4
100mN29654E43135;3976.9;7958.9;5259.1;2589.5;10074.3;8257.2;6600.4;4699.6;7468.0;5824.4;3673.0;10725.2;4120.4;5954.7;4741.8;5447.8;10239.7;6827.3;4714.0;5448.4;8767.5;3944.0;7806.6;3518.5;1240.0;5874.4;6200.3;5252.5;6680.5;7043.5;10152.6;4751.2;6964.6;8594.2;4268.1;4197.2;2978.7;7865.8;7052.5;4816.3;4851.8;8166.4;4744.9;5319.4;8567.4;5641.0;5768.4;7635.4;9562.9;3888.1;6547.0;7985.4;9919.9;6642.6;7324.9;2918.4;5992.2;7878.3;4983.8;9982.2
100mN29657E43134;3800.2;7764.9;5082.3;2060.3;9897.6;8080.4;6246.8;4796.9;7291.2;5647.7;3496.2;10371.7;3943.6;5778.0;4388.2;5271.0;10063.0;6633.4;4184.7;5271.6;8590.8;3767.3;7629.8;3341.7;669.8;5520.8;6023.6;5075.8;6327.0;6866.7;9799.0;4222.0;6787.8;8417.4;3914.5;4260.8;2801.9;7512.2;6698.9;4639.5;4675.1;7972.5;4568.1;5142.6;8390.7;5287.4;5591.6;7350.8;9386.2;3711.4;6193.5;7808.7;9743.2;6465.8;7131.0;2741.6;5638.7;7701.5;4807.0;9628.7
100mN29660E43134;4137.0;8070.3;5419.2;2187.9;10234.4;8417.3;6544.5;4835.4;7628.1;5984.5;3833.1;10669.3;4280.5;6114.8;4693.5;5607.9;10399.8;6938.8;3976.7;5608.5;8914.0;4104.1;7966.7;3678.6;399.3;5826.1;6360.5;5412.7;6624.6;7203.6;10096.7;4306.0;7124.7;8754.3;4219.9;4332.9;3138.8;7809.9;6996.6;4976.4;5012.0;8277.8;4905.0;5479.5;8727.5;5585.1;5928.5;7648.5;9723.1;4048.3;6491.1;8145.5;10080.0;6802.7;7436.3;3078.5;5936.3;8038.4;5143.9;9926.3
100mN29669E43135;4964.5;8476.5;6840.9;2501.8;11656.1;9090.5;6763.9;5164.4;9049.8;6658.9;5435.9;10888.8;5627.3;7226.4;5099.7;6917.9;11120.7;7345.0;3341.7;6601.5;9320.2;5707.0;9569.5;4854.3;1798.8;6232.3;7963.3;6571.5;6483.8;7953.8;10316.1;3528.5;8237.4;10176.0;4626.1;4661.9;4741.6;8029.3;6855.7;5793.2;6276.2;8684.0;6507.8;6153.9;9448.4;5804.5;7350.2;7867.9;11144.7;5301.6;6710.6;9567.2;11331.8;7795.7;7842.5;4367.7;6155.8;8759.3;6203.2;9474.5
100mN29687E43136;6552.9;8478.7;8429.3;3653.8;13244.6;10304.6;5741.3;7158.0;10638.3;7873.0;7455.7;9737.4;7215.8;8644.3;6269.1;8506.4;12391.0;7903.2;1599.5;8019.5;10319.8;7490.1;11074.6;6442.8;3992.1;6901.7;9681.5;7986.3;5617.0;9947.4;9245.6;2668.7;9655.3;11764.5;5811.2;6655.6;6965.9;7876.7;6021.4;7089.0;7864.7;8944.8;8061.1;7368.0;10718.8;6362.1;8938.7;7715.3;12733.2;7295.3;6527.1;11155.7;12615.1;9213.7;8556.3;5956.1;6313.4;10029.6;8196.8;8640.1
100mN29621E43137;5297.2;8868.7;3096.7;7793.1;6349.9;7133.4;8356.9;3058.4;3633.8;5999.2;3668.0;11783.6;4213.9;4224.2;6363.2;3494.0;7935.2;7737.1;9447.2;4773.9;9041.8;3960.5;3520.8;4948.9;7495.2;7211.9;1586.8;4321.0;9210.6;234.4;11358.8;8255.5;4736.0;4869.8;5965.9;3919.2;4563.8;9025.6;9359.8;4979.9;3809.9;9076.2;3424.7;5726.0;7120.3;7485.5;2957.2;8545.2;5754.5;3797.1;8185.5;4169.2;7253.8;5265.1;8234.7;4949.1;7686.3;6431.2;2556.2;11222.6
100mN29624E43138;4923.5;9103.0;3331.0;7477.8;6617.7;7367.7;8305.5;2609.3;3901.7;6233.5;3352.7;12017.9;3971.0;4458.5;6240.2;3728.3;8169.5;7971.4;9131.9;5008.2;9276.1;3645.2;3795.8;4478.3;7179.9;7231.2;1854.3;4555.3;8885.4;388.2;11593.1;7940.2;4970.3;5137.6;5749.9;3470.0;4248.5;9259.9;9308.3;5214.2;4044.2;9310.5;3659.0;5960.3;7354.6;7380.5;3191.5;8779.5;6022.3;3382.1;8134.1;4437.1;7488.1;5499.4;8469.0;4633.8;7634.9;6665.5;2107.1;11456.9
100mN29627E43137;4625.4;8929.1;3157.1;7212.4;6707.3;7193.8;8007.4;2370.4;3991.2;6059.6;3087.3;11844.0;3672.9;4284.6;5942.1;3554.5;7995.6;7797.6;8866.5;4834.4;9102.3;3379.8;3984.1;4180.2;6914.5;6933.1;1927.0;4381.4;8619.9;919.3;11419.2;7674.8;4796.4;5227.2;5451.8;3231.2;3983.1;9086.0;9010.2;4784.8;3870.4;9136.6;3485.2;5786.4;7180.8;7082.4;3017.6;8605.6;6111.9;3216.3;7836.0;4526.6;7314.3;5325.5;8295.1;4368.4;7336.7;6491.6;1868.2;11283.0
100mN29633E43137;4347.1;8531.4;3652.5;6765.0;7202.7;7689.2;7729.1;1896.5;4486.6;5674.1;2639.9;11446.3;3430.3;4780.0;5663.8;4049.9;8491.0;7399.9;8419.1;4759.9;9031.8;2932.4;4479.5;3901.9;6467.1;6654.8;2422.4;4183.1;8172.6;1484.8;11021.5;7227.5;5291.8;5722.5;5173.5;2757.3;3535.7;8688.3;8731.9;4542.1;3576.0;8738.9;3228.8;5400.9;7676.2;6804.1;3513.0;8207.9;6607.2;2669.4;7557.7;5022.0;7809.7;5576.5;7897.4;3921.1;7058.5;6987.0;1394.3;10885.3
100mN29636E43137;3768.8;7977.8;3221.4;6186.8;7252.6;7059.2;7150.8;1410.1;4536.5;5109.3;2061.6;10892.7;2865.5;4188.4;5085.5;3519.5;8540.9;6846.3;7840.9;4195.1;8467.0;2354.1;4529.4;3323.7;5888.8;6076.5;2472.3;3618.3;7594.3;1877.6;10467.9;6649.2;5127.5;5772.4;4595.2;2270.9;2957.4;8134.7;8153.7;3977.4;3011.3;8185.3;2664.0;4836.2;7216.7;6225.8;3562.9;7654.3;6657.1;2190.7;6979.4;5071.9;7859.6;5011.8;7343.8;3342.8;6480.2;6527.5;907.9;10331.7
100mN29639E43137;3579.6;7788.6;3113.7;5875.5;7598.6;6951.6;6961.6;911.5;4882.5;5001.7;1750.4;10703.6;2757.9;4080.8;4896.4;3411.8;8528.3;6657.1;7529.6;4087.5;8359.4;2042.9;4875.3;3134.5;5577.6;5887.3;2818.3;3510.7;7283.1;2432.4;10278.7;6337.9;5019.9;6118.4;4406.0;1772.3;2646.2;7945.6;7655.0;3869.8;2903.6;7996.1;2556.4;4728.5;7109.1;6036.7;3647.5;7465.2;7003.1;1684.4;6790.3;5417.9;7847.0;4904.1;7154.7;3031.6;6291.0;6419.9;303.9;10142.5
100mN29642E43137;3229.1;7438.1;3210.7;5451.2;7798.2;7048.6;6611.1;754.4;5110.9;5098.7;1233.7;10353.0;2793.5;4177.8;4539.6;3508.8;8625.3;6306.6;7105.3;4184.5;8144.6;1728.3;5406.7;2783.9;5092.9;5536.8;3404.8;3607.7;6858.8;3018.9;9928.2;5913.7;5116.9;6318.0;4049.3;1179.0;2129.5;7595.0;7230.8;3767.0;3000.6;7645.6;2653.4;4696.5;7206.1;5682.5;3744.5;7114.6;7231.6;1170.0;6439.7;5629.2;7944.0;5001.1;6804.1;2607.3;5940.5;6516.9;1172.1;9792.0
100mN29645E43137;3276.3;7485.3;3720.7;5460.7;8308.1;7341.9;6651.4;1711.9;5620.9;5193.6;1191.2;10400.2;2840.7;4680.4;4549.1;4018.8;9135.2;6353.7;7114.8;4446.3;8191.8;2104.2;5916.6;2831.1;4708.1;5584.0;3977.2;3978.3;6868.2;3833.4;9975.4;5923.1;5626.9;6828.0;4058.8;357.3;1820.7;7642.2;7240.2;3814.2;3510.6;7692.8;3163.4;4743.6;7576.6;5692.0;4254.4;7161.8;7741.5;937.9;6486.9;6139.2;8453.9;5371.7;6851.3;2616.7;5987.6;6887.5;1986.7;9839.2
100mN29648E43137;3156.6;7229.9;3818.4;5108.4;8405.9;7222.2;6299.0;2030.2;5718.6;5073.9;1149.5;10144.8;2721.0;4560.7;4211.5;4053.8;8891.7;6098.4;6762.5;4326.6;8038.6;1984.5;6014.4;2711.4;4535.6;5307.3;4075.0;3858.5;6515.9;3955.0;9682.7;5570.8;5570.6;6925.7;3721.2;121.3;1431.6;7386.8;6887.9;3694.5;3457.8;7437.4;3261.1;4590.5;7456.9;5339.6;4352.2;6906.4;7839.3;740.8;6210.2;6236.9;8520.6;5252.0;6595.9;2264.4;5690.9;6767.8;2108.2;9546.5
100mN29650E43137;3144.8;7136.9;4033.7;4954.0;8654.3;7396.2;6193.1;2248.1;5967.0;5002.5;1348.8;10051.8;2895.0;4734.7;4118.6;4227.8;9065.7;6005.4;6608.1;4500.6;7945.6;2158.5;6262.8;2665.2;4429.1;5214.3;4323.4;4032.5;6410.0;4269.5;9589.7;5416.4;5744.6;7174.1;3628.2;515.7;1228.7;7293.8;6781.9;3868.5;3631.8;7344.4;3490.4;4497.5;7630.9;5233.7;4543.0;6813.4;8087.7;774.3;6117.2;6485.3;8694.5;5426.0;6502.9;2171.4;5584.9;6941.7;2450.7;9453.5
100mN29657E43137;3711.0;7223.0;5148.4;1888.6;9963.7;7837.1;5704.9;5105.8;7357.4;5405.5;3562.3;9829.8;4009.7;5844.1;3846.3;5337.1;9867.3;6091.5;4013.1;5337.7;8066.7;3833.4;7695.9;3407.8;1109.5;4978.9;6089.7;5141.9;5785.1;6932.8;9257.1;4050.3;6853.9;8483.6;3372.6;4326.9;2868.0;6970.3;6157.0;4539.7;4741.2;7430.5;4634.2;4900.5;8195.0;4745.5;5657.8;6808.9;9452.3;3777.5;5651.6;7874.8;9809.3;6531.9;6589.1;2807.7;5096.8;7505.8;4873.2;9086.8
