from_customer;to_apl_100mN29649E43165;to_apl_100mN29661E43200;to_apl_100mN29630E43162;to_apl_100mN29665E43151;to_apl_100mN29606E43185;to_apl_100mN29633E43200;to_apl_100mN29671E43184;to_apl_100mN29638E43133;to_apl_100mN29611E43167;to_apl_100mN29644E43182;to_apl_100mN29645E43147;to_apl_100mN29683E43217;to_apl_100mN29641E43160;to_apl_100mN29631E43173;to_apl_100mN29655E43174;to_apl_100mN29631E43167;to_apl_100mN29617E43204;to_apl_100mN29658E43191;to_apl_100mN29684E43150;to_apl_100mN29638E43175;to_apl_100mN29647E43211;to_apl_100mN29643E43154;to_apl_100mN29608E43162;to_apl_100mN29648E43160;to_apl_100mN29660E43135;to_apl_100mN29658E43183;to_apl_100mN29622E43153;to_apl_100mN29637E43169;to_apl_100mN29678E43181;to_apl_100mN29621E43139;to_apl_100mN29682E43213;to_apl_100mN29677E43156;to_apl_100mN29624E43178;to_apl_100mN29608E43179;to_apl_100mN29655E43169;to_apl_100mN29646E43138;to_apl_100mN29652E43148;to_apl_100mN29667E43198;to_apl_100mN29677E43188;to_apl_100mN29644E43171;to_apl_100mN29636E43164;to_apl_100mN29655E43203;to_apl_100mN29634E43159;to_apl_100mN29646E43178;to_apl_100mN29628E43202;to_apl_100mN29664E43179;to_apl_100mN29625E43164;to_apl_100mN29663E43194;to_apl_100mN29599E43177;to_apl_100mN29647E43143;to_apl_100mN29667E43188;to_apl_100mN29610E43173;to_apl_100mN29606E43198;to_apl_100mN29633E43182;to_apl_100mN29654E43196;to_apl_100mN29653E43157;to_apl_100mN29665E43183;to_apl_100mN29629E43196;to_apl_100mN29637E43140;to_apl_100mN29682E43209
100mN29645E43170;1174.9;4028.9;1931.5;4188.2;6491.4;3697.4;3461.0;4521.4;3885.1;1445.7;2774.9;6943.8;1513.0;1635.5;1491.6;1685.2;5680.0;2897.4;5658.2;1010.6;4625.1;2275.9;4321.4;1353.7;5136.1;2319.7;3393.1;1041.2;4314.8;5032.7;6519.0;4466.5;2646.5;5011.3;1295.2;3593.4;2936.7;4185.8;4463.9;0.0;1315.3;4236.4;1925.9;1041.6;4007.7;2589.6;2440.8;3705.4;5980.0;3094.2;3289.7;4347.9;5847.4;2204.9;3394.9;2008.6;2790.4;3318.5;3666.8;6382.8
100mN29647E43170;954.9;3883.7;2204.5;3924.9;6839.8;3677.3;3232.1;4651.6;4233.5;1425.5;2905.1;6798.6;1643.3;1984.0;1262.7;2033.7;5659.8;2752.2;5394.8;1265.7;4517.7;2406.1;4669.9;1425.9;4872.7;2132.9;3666.1;1389.6;4085.8;5305.7;6373.8;4203.2;2995.0;5359.7;1031.8;3723.6;2792.1;4040.6;4235.0;348.5;1588.4;4091.2;2198.9;1021.4;3987.5;2360.7;2713.8;3560.2;6328.5;3224.5;3060.7;4696.4;5870.9;2486.5;3249.7;1785.0;2561.5;3298.4;3939.8;6237.6
100mN29649E43171;840.8;3712.5;2561.5;3784.1;7343.5;3986.7;2885.5;4666.2;4737.2;1450.9;2919.7;6627.4;1763.0;2487.6;891.8;2420.7;5969.0;2581.0;5254.1;1672.9;4394.1;2420.7;5173.5;1377.4;4758.7;1811.2;4023.1;1836.5;3739.2;5662.7;6202.6;4062.4;3498.6;5863.4;891.1;3738.2;2678.1;3869.4;3888.4;852.1;1945.4;3920.0;2555.9;945.9;4296.7;2014.1;3070.8;3389.0;6832.1;3239.1;2714.1;5200.1;6193.1;2893.8;3078.5;1671.0;2214.9;3607.5;4059.4;6066.4
100mN29654E43170;1036.0;3579.4;3016.0;3226.4;7767.0;4193.4;2579.4;4941.0;5160.7;1742.8;3106.2;6494.3;2104.9;2931.3;479.7;2875.2;6307.3;2447.9;4717.5;2011.3;4423.1;2706.7;5597.0;1565.4;4256.0;1588.4;4477.6;2291.0;3433.1;6117.2;5963.8;3525.8;3924.9;6286.9;354.5;3916.5;2730.8;3677.0;3650.2;1393.8;2399.9;3786.9;2980.6;1284.2;4635.0;1620.0;3525.3;3255.9;7255.6;3370.8;2491.3;5623.6;6531.4;3232.1;2945.4;1706.4;1970.6;3945.8;4345.4;5827.6
100mN29657E43170;1189.2;3866.4;3194.1;3048.5;7945.1;4480.4;2417.7;5099.3;5338.8;2029.8;3264.4;6542.0;2267.5;3127.2;385.9;3053.2;6602.9;2734.9;4452.4;2306.9;4710.1;2859.9;5775.1;1718.6;4078.1;1610.4;4655.7;2469.1;3271.5;6295.3;5969.3;3260.8;4138.2;6465.0;314.4;4074.8;2866.9;3682.5;3488.5;1571.9;2578.0;4073.9;3158.7;1579.9;4930.6;1458.3;3703.4;3521.1;7433.7;3529.0;2363.8;5801.7;6827.0;3527.7;3232.4;1808.7;1809.0;4241.5;4498.6;5799.6
100mN29599E43174;6297.9;9426.5;4153.5;9393.6;2600.6;7224.1;9105.3;7287.8;1914.2;6337.9;6719.6;12341.5;5318.9;4470.2;7161.7;4229.0;5885.7;8295.0;11047.7;5140.4;9132.5;6217.5;2278.8;6090.6;9699.1;7794.6;4151.3;4903.6;9959.1;5527.2;11916.6;9856.0;4385.8;1286.8;6902.3;7462.1;6993.3;9583.5;10093.9;5725.3;4810.7;9612.0;4780.6;6092.5;7211.0;8259.7;3595.9;9103.1;369.6;7033.0;8919.7;1744.7;4834.9;5424.1;8624.6;6705.4;8434.7;6521.8;6651.2;11780.4
100mN29601E43174;6223.3;9297.4;4078.9;9319.0;2239.7;7149.4;8976.2;7231.2;2000.7;6208.7;6645.8;12212.3;5244.3;4341.0;7032.5;4143.1;5524.8;8165.9;10973.1;5011.3;9057.9;6143.7;2316.0;6016.0;9624.5;7665.4;4094.7;4774.5;9829.9;5470.6;11787.5;9781.4;4311.1;925.9;6773.2;7388.3;6919.6;9454.3;9964.8;5596.2;4736.1;9482.9;4672.4;5963.3;6961.8;8130.5;3521.3;8973.9;599.9;6959.3;8790.5;1383.8;4474.0;5349.5;8495.5;6630.8;8305.6;6447.2;6577.5;11651.3
100mN29606E43173;5560.6;8634.7;3416.2;8656.3;2087.0;6486.8;8313.5;6568.5;1338.0;5546.0;5983.1;11549.6;4581.6;3678.3;6369.8;3480.4;5372.1;7503.2;10310.4;4348.6;8395.2;5481.0;1883.6;5353.3;8961.8;7002.7;3432.0;4111.8;9167.2;4807.9;11124.8;9118.7;3648.5;700.3;6110.5;6725.7;6256.9;8791.6;9302.1;4933.5;4073.4;8820.2;4009.7;5300.6;6473.7;7467.8;2858.6;8311.2;1050.1;6296.6;8127.8;870.3;4321.4;4686.8;7832.8;5968.1;7642.9;5784.5;5914.8;10988.6
100mN29609E43173;5260.6;8334.6;3116.1;8356.3;2000.7;6186.7;8013.5;6268.4;1038.0;5246.0;5683.1;11249.6;4281.6;3378.3;6069.8;3180.4;5249.5;7203.1;10010.3;4048.5;8095.1;5181.0;1688.3;5053.3;8661.7;6702.7;3131.9;3811.7;8867.2;4507.9;10824.7;8818.7;3348.4;600.2;5810.5;6425.6;5956.9;8491.6;9002.0;4633.4;3773.3;8520.1;3709.7;5000.6;6173.6;7167.8;2558.5;8011.2;1350.1;5996.5;7827.8;570.3;4198.7;4386.7;7532.8;5668.0;7342.8;5484.5;5614.7;10688.6
100mN29612E43173;4848.3;7976.9;2703.8;7944.0;2215.7;5774.4;7655.7;5959.9;899.8;4888.2;5350.9;10891.8;3869.3;3020.5;5712.0;2779.3;5105.3;6845.4;9598.1;3690.8;7682.8;4848.8;1550.1;4641.0;8249.4;6344.9;2823.3;3454.0;8509.4;4199.2;10467.0;8406.4;2936.1;735.6;5452.7;6093.4;5624.6;8133.8;8644.3;4275.7;3361.0;8162.4;3330.9;4642.8;5761.3;6810.1;2146.2;7653.4;1704.3;5664.3;7470.1;298.9;4054.5;3974.5;7175.0;5255.7;6985.1;5072.2;5282.5;10330.8
100mN29615E43173;4686.8;7815.4;2542.3;7782.4;2618.4;5612.9;7494.2;5812.8;1036.3;4726.7;5203.7;10730.3;3707.8;2859.0;5550.5;2617.8;5142.7;6683.9;9436.5;3529.3;7521.3;4701.6;1686.6;4479.5;8087.9;6183.4;2683.8;3292.5;8347.9;4059.7;10305.5;8244.9;2774.6;1138.2;5291.2;5946.2;5477.5;7972.3;8482.8;4114.2;3199.5;8000.9;3169.4;4481.3;5599.8;6648.5;1984.7;7491.9;2107.0;5517.1;7308.5;652.7;4091.9;3812.9;7013.5;5094.2;6823.6;4910.7;5135.3;10169.3
100mN29624E43173;3570.1;5902.0;1862.6;6804.2;4839.0;3368.9;6040.6;5625.2;2232.7;2957.8;4516.9;8981.6;2729.6;1127.4;4096.9;1532.4;4289.3;5051.6;8341.0;2074.6;5277.3;4017.9;2669.0;3501.2;7221.3;4684.7;2815.1;1947.9;6894.3;4454.8;8673.2;7149.3;530.6;3358.9;3978.0;5335.4;4756.5;6340.1;7029.2;2763.0;2114.1;5901.6;2402.3;2946.9;3355.8;5194.9;1547.4;5869.1;4327.7;4836.3;5855.0;2750.1;3607.9;1568.9;4925.9;4157.2;5370.0;2666.7;4570.9;8537.1
100mN29627E43173;3249.7;5884.8;1581.3;6381.6;5132.7;3481.2;5737.6;5314.7;2526.4;2940.5;4094.4;8964.4;2307.0;833.7;3793.9;1251.1;4715.4;4916.3;8020.6;1761.7;5389.7;3595.4;2962.7;3078.7;6798.8;4426.8;2533.8;1612.6;6591.3;4173.4;8537.9;6828.9;1083.8;3652.6;3657.6;4912.9;4334.0;6204.7;6726.1;2442.6;1691.6;5884.4;2121.0;2713.7;3468.2;4891.9;1284.3;5724.3;4621.3;4413.7;5551.9;2989.3;4268.0;1612.9;4908.7;3734.6;5066.9;2779.0;4260.3;8401.7
100mN29630E43173;2816.3;5381.4;1728.2;6103.5;5279.6;3142.5;5304.1;5089.5;2673.3;2437.1;3869.2;8461.0;2081.8;373.6;3360.4;1356.7;4376.6;4475.4;7587.1;1320.7;5028.5;3370.2;3109.6;2853.5;6573.6;3993.3;2680.8;1194.1;6157.8;4320.4;8097.0;6395.4;845.1;3799.5;3224.1;4687.7;4108.8;5763.8;6292.7;2009.1;1466.4;5381.0;1907.8;2272.8;3129.4;4458.4;1431.2;5283.4;4768.3;4188.5;5118.4;3136.2;4149.3;1173.1;4405.3;3509.4;4633.5;2440.3;4035.2;7960.8
100mN29633E43173;2546.5;5038.4;1712.3;5833.8;5340.1;3076.7;4914.7;5036.1;2733.8;1930.1;3745.0;8056.9;2028.4;187.7;2971.0;1303.3;4669.0;4010.4;7317.4;921.7;4771.3;3246.0;3170.1;2667.7;6449.4;3603.9;2741.2;924.4;5768.4;4380.9;7632.0;6125.7;1198.7;3860.0;2954.4;4563.5;3984.6;5298.9;5903.2;1739.4;1413.0;5038.0;1854.4;1856.2;3234.2;4069.0;1491.7;4818.5;4828.7;4064.4;4729.0;3196.7;4502.9;1029.3;4062.3;3323.6;4244.0;2545.0;3981.7;7495.9
100mN29636E43173;2167.7;4746.1;1512.6;5455.0;5557.9;3013.6;4489.7;4789.4;2951.6;1602.9;3366.2;7680.2;1666.7;598.6;2546.0;1103.6;4605.9;3633.8;6938.6;490.7;4689.0;2867.2;3387.9;2288.9;6070.6;3178.9;2959.0;545.6;5343.4;4598.7;7255.4;5746.9;1609.6;4077.8;2575.6;4184.7;3605.8;4922.2;5478.2;1360.6;1213.3;4937.7;1654.7;1431.2;3171.1;3644.0;1709.5;4441.8;5046.5;3685.6;4304.0;3414.5;4608.7;966.1;3889.7;2944.9;3819.0;2481.9;3735.0;7119.2
100mN29639E43173;1731.4;4372.5;1675.3;5018.7;5865.1;3015.3;4096.8;4852.5;3258.8;1311.6;3320.6;7287.4;1729.9;905.8;2153.2;1266.3;4997.8;3241.0;6502.3;86.4;4586.0;2821.6;3695.1;1899.5;5752.8;2786.1;3136.9;647.3;4950.6;4776.6;6862.6;5310.6;1916.8;4385.0;2139.3;4139.1;3482.4;4529.4;5085.4;924.3;1325.6;4580.0;1817.4;1038.4;3325.5;3251.2;2016.7;4049.0;5353.7;3640.0;3911.2;3721.7;4923.1;1280.6;3593.3;2554.4;3426.2;2636.4;3798.2;6726.4
100mN29642E43173;1707.7;4208.0;1908.0;4923.6;6111.6;3005.7;3862.1;4828.8;3505.3;1153.4;3296.9;7122.9;1706.2;1152.3;1918.4;1499.0;4988.2;3076.5;6393.6;427.4;4511.0;2797.9;3941.6;1875.7;5729.1;2551.3;3369.6;766.3;4715.8;5009.2;6698.1;5201.9;2163.3;4631.5;2030.6;4115.4;3458.7;4365.0;4850.7;900.6;1327.0;4415.5;1979.6;880.2;3315.9;3016.4;2263.2;3884.6;5600.3;3616.2;3676.5;3968.2;5100.9;1648.2;3435.0;2530.7;3191.5;2626.8;3774.4;6561.9
100mN29645E43173;1525.8;3730.4;2089.8;4546.9;6487.0;3199.7;3435.7;4980.0;3880.6;1027.1;3419.7;6645.3;1857.4;1546.0;1492.1;1680.8;5182.2;2598.9;6016.9;788.1;4326.6;2920.7;4317.0;1983.9;5494.8;2124.9;3551.4;1009.2;4289.5;5191.1;6220.5;4825.2;2557.0;5006.8;1653.9;4238.2;3414.2;3887.3;4424.3;711.1;1478.3;3937.9;2130.8;662.7;3509.9;2590.1;2599.2;3406.9;5975.6;3739.0;3250.1;4343.5;5393.3;2008.9;3096.4;2407.0;2765.1;2820.8;3925.7;6084.3
100mN29648E43175;1211.7;3663.3;2478.0;4140.7;7086.5;3699.0;2982.7;4908.4;4480.2;1354.1;3161.9;6578.2;1900.1;2157.8;1013.3;2280.4;5681.5;2531.8;5610.7;1287.4;4297.2;2662.9;4916.5;1682.7;5129.5;1912.5;3939.6;1621.0;3836.5;5579.2;6153.4;4419.0;3168.8;5606.4;1247.7;3980.4;3048.9;3820.2;3985.6;595.1;1861.8;3870.8;2472.4;849.1;4009.2;2111.3;2987.3;3339.8;6575.1;3481.3;2811.3;4943.1;5892.6;2508.2;3029.3;2041.8;2312.1;3320.1;4213.3;6017.2
100mN29654E43173;1258.1;3278.2;3046.1;3511.6;7659.1;3892.2;2361.4;5083.5;5052.8;1441.6;3339.7;6193.1;2180.3;2718.2;340.5;2852.9;6007.8;2146.6;4981.6;1798.2;4121.8;2838.0;5489.1;1790.9;4541.3;1287.1;4507.7;2181.3;3215.1;6147.4;5662.5;3789.9;3711.8;6179.0;618.6;4150.0;2964.3;3375.7;3364.3;1223.0;2430.0;3485.7;3056.0;1071.1;4335.5;1469.0;3555.5;2954.7;7147.7;3604.3;2190.0;5515.7;6231.9;3019.0;2644.2;1945.4;1690.8;3646.4;4476.7;5526.3
100mN29657E43173;1419.4;3635.7;3403.6;3417.2;8016.6;4249.7;2064.3;5329.5;5410.3;1799.1;3494.7;6188.5;2497.7;3075.7;175.0;3210.4;6365.3;2504.1;4821.2;2155.7;4479.3;3090.1;5846.6;1948.8;4446.8;1279.4;4865.3;2538.9;2918.0;6504.9;5615.9;3629.5;4069.4;6536.5;561.1;4305.0;3119.3;3329.1;3135.1;1580.5;2787.5;3843.2;3388.9;1428.7;4693.1;1104.8;3913.0;3167.7;7505.2;3759.3;2010.3;5873.2;6589.4;3376.5;3001.7;2094.9;1455.5;4003.9;4728.8;5446.1
100mN29659E43175;1800.5;3799.7;3805.4;3171.1;8548.9;4782.0;1932.3;5599.6;5942.6;2331.4;3764.8;6057.1;2878.8;3607.9;772.5;3664.6;6897.6;2883.8;4294.5;2687.9;5011.6;3471.3;6378.9;2330.0;4534.6;1423.5;5267.1;3071.1;2786.0;6906.7;5484.5;3102.9;4601.6;7068.8;925.7;4575.2;3323.4;3197.7;3003.1;2112.7;3189.3;4222.8;3770.1;1960.9;5225.3;972.9;4314.8;3036.3;8037.5;4014.6;1878.9;6405.5;7121.7;3908.8;3381.3;2265.2;1324.1;4536.2;5066.6;5314.1
100mN29669E43174;2656.1;3492.6;4671.7;3509.3;9422.7;5793.7;1288.5;6275.1;6816.4;3766.9;4440.3;5465.8;3734.4;4604.8;2347.2;4530.8;8092.9;2917.1;4552.7;3979.9;5333.7;4326.8;7252.7;3185.5;5035.7;1836.2;6133.3;3946.7;1562.0;7772.9;4893.1;3198.1;5615.8;7942.6;1771.7;5250.6;3998.8;2890.6;1934.0;3049.5;4055.6;3958.7;4621.7;3491.4;6391.0;1067.4;5181.0;2729.2;8911.3;4690.1;1571.8;7279.3;8456.8;5174.2;3570.1;2940.6;1068.2;5902.0;5742.0;4552.7
100mN29600E43176;6552.6;9681.2;4408.2;9648.3;2545.0;7478.7;9360.0;7568.2;2194.6;6592.6;7000.0;12596.1;5573.6;4724.8;7416.4;4483.7;5830.2;8549.7;11302.4;5395.1;9387.2;6497.9;2559.2;6345.3;9953.7;8049.2;4431.7;5158.3;10213.8;5807.6;12171.3;10110.7;4640.4;1231.3;7157.0;7742.5;7273.7;9838.2;10348.6;5980.0;5065.3;9866.7;5035.2;6347.2;7267.1;8514.4;3850.6;9357.8;0.0;7313.4;9174.4;1689.1;4779.4;5678.8;8879.3;6960.1;8689.4;6776.5;6931.6;12035.1
100mN29606E43176;5793.4;8922.0;3648.9;8889.1;1805.8;6719.5;8600.8;6893.0;1662.6;5833.3;6296.0;11836.9;4814.4;3965.6;6657.1;3724.4;5090.9;7790.5;10543.2;4635.9;8627.9;5793.9;2312.9;5586.1;9194.5;7290.0;3756.5;4399.1;9454.5;5132.4;11412.1;9351.5;3881.2;472.0;6397.8;7038.5;6569.7;9078.9;9589.4;5220.8;4306.1;9107.5;4276.0;5587.9;6527.9;7755.2;3091.3;8598.5;828.2;6609.4;8415.2;929.9;4040.1;4919.5;8120.1;6200.8;7930.2;6017.3;6227.6;11275.9
100mN29609E43176;5387.3;8515.9;3242.8;8482.9;1676.7;6313.4;8194.7;6486.9;1256.4;5427.2;5889.8;11430.8;4408.3;3559.5;6251.0;3318.3;4961.9;7384.3;10137.0;4229.7;8221.8;5387.7;1906.7;5180.0;8788.4;6883.9;3350.4;3992.9;9048.4;4726.3;11006.0;8945.3;3475.1;196.6;5991.7;6632.3;6163.6;8672.8;9183.3;4814.6;3900.0;8701.3;3869.9;5181.8;6300.3;7349.0;2685.2;8192.4;1227.2;6203.3;8009.0;523.8;3911.1;4513.4;7714.0;5794.7;7524.1;5611.2;5821.5;10869.8
100mN29612E43176;5053.0;8181.6;2908.6;8148.7;2174.3;5979.2;7860.4;6164.7;1249.7;5093.0;5555.6;11096.6;4074.0;3225.3;5916.8;2984.1;4732.8;7050.1;9802.8;3895.5;7887.6;5053.5;1900.0;4845.7;8454.2;6549.7;3028.0;3658.7;8714.2;4404.0;10671.7;8611.1;3140.9;694.2;5657.4;6298.1;5829.3;8338.6;8849.0;4480.4;3565.8;8367.1;3535.7;4847.6;5966.1;7014.8;2351.0;7858.2;1663.0;5869.0;7674.8;497.2;3682.0;4179.2;7379.7;5460.5;7189.8;5276.9;5487.2;10535.5
100mN29613E43176;4969.1;8097.7;2824.6;8064.7;2445.9;5895.2;7776.5;6108.4;1343.4;5009.0;5499.3;11012.6;3990.1;3141.3;5832.8;2900.1;4934.9;6966.2;9718.8;3811.6;7803.6;4997.2;1993.7;4761.8;8370.2;6465.7;2979.4;3574.8;8630.2;4355.3;10587.8;8527.2;3056.9;965.8;5573.5;6241.8;5773.0;8254.6;8765.1;4396.5;3481.8;8283.2;3451.7;4763.6;5882.1;6930.8;2267.0;7774.2;1934.5;5812.7;7590.9;736.6;3884.1;4095.2;7295.8;5376.5;7105.9;5193.0;5430.9;10451.6
100mN29621E43176;3707.7;5989.8;2306.6;6995.0;5094.5;3231.0;6178.2;6125.4;2488.2;3095.4;4905.1;9069.4;3117.7;1265.1;4234.6;1976.4;3859.9;5189.3;8478.6;2212.2;5139.4;4406.1;2924.5;3828.9;7609.5;4822.4;3154.4;2085.6;7032.0;4794.1;8810.9;7286.9;615.1;3614.3;4115.6;5723.6;5144.7;6477.7;7166.8;2900.6;2502.3;5989.4;2846.3;3084.6;3217.9;5332.6;1802.9;5956.9;4583.1;5224.4;5992.6;3005.6;3178.6;1599.6;5013.7;4484.8;5507.6;2528.7;5071.0;8674.7
100mN29624E43176;3458.4;5759.1;2201.4;6745.7;5090.6;3038.9;5928.9;5876.1;2484.3;2846.1;4655.7;8838.7;2868.4;1015.8;3985.3;1871.2;3905.8;4940.0;8229.3;1962.9;4947.3;4156.7;2920.6;3579.6;7360.2;4573.0;3153.9;1836.3;6782.7;4793.5;8561.6;7037.6;301.4;3610.5;3866.3;5474.3;4895.4;6228.4;6917.5;2651.3;2252.9;5758.7;2694.4;2835.3;3025.8;5083.3;1799.0;5726.2;4579.2;4975.1;5743.3;3001.7;3404.7;1345.8;4783.0;4235.5;5258.3;2336.7;4821.7;8425.4
100mN29627E43176;3181.1;5429.6;1924.1;6468.4;5179.9;2884.7;5651.7;5598.8;2573.6;2568.8;4378.5;8509.3;2591.1;738.5;3708.0;1593.9;4118.8;4662.7;7952.0;1685.6;4793.1;3879.5;3009.9;3302.3;7082.9;4295.8;2876.6;1559.0;6505.4;4516.3;8284.3;6760.3;272.5;3699.8;3589.0;5197.0;4618.1;5925.6;6640.2;2374.0;1975.7;5429.2;2417.1;2558.0;2871.6;4806.0;1627.1;5396.7;4668.5;4697.8;5466.0;3091.0;3694.0;1016.3;4453.6;3958.2;4981.0;2182.4;4544.4;8148.1
100mN29630E43176;3037.9;5115.3;1970.6;6325.1;5478.0;2842.7;5332.5;5455.5;2871.7;2249.7;4235.2;8194.9;2447.8;595.2;3388.8;1640.4;4121.2;4343.5;7808.7;1423.1;4650.8;3736.2;3308.0;3159.0;6939.6;3976.6;2923.2;1415.7;6186.2;4562.8;7965.1;6617.1;645.5;3997.8;3445.7;5053.7;4474.8;5632.0;6321.1;2230.7;1832.4;5114.9;2273.8;2238.8;2874.0;4486.8;1673.6;5082.3;4966.6;4554.5;5146.8;3378.6;4044.5;795.3;4139.2;3815.0;4661.9;2184.9;4401.2;7828.9
100mN29633E43176;2772.4;4965.5;2080.8;6059.6;5708.6;2809.2;5007.5;5404.5;3102.2;1983.8;4092.7;8045.2;2393.3;472.3;3063.8;1671.7;4401.5;4064.0;7543.2;1082.3;4617.2;3593.7;3538.6;2940.4;6793.8;3696.7;3109.7;1272.1;5861.2;4749.3;7685.7;6351.6;996.0;4228.4;3180.3;4911.3;4332.4;5352.5;5996.1;1965.2;1781.4;4965.1;2222.8;1949.1;2966.7;4161.8;1860.2;4872.1;5197.2;4412.1;4821.8;3565.1;4300.2;761.7;3989.5;3595.3;4336.9;2277.5;4350.2;7549.5
100mN29636E43176;2329.7;4583.3;1904.5;5610.0;5795.2;2734.6;4498.9;5181.3;3188.8;1475.1;3758.1;7601.8;2058.7;642.7;2555.2;1495.5;4388.0;3555.4;7080.0;639.7;4334.2;3259.1;3625.2;2497.8;6351.1;3188.1;3196.3;937.5;5352.6;4835.9;7177.0;5888.3;1430.2;4315.0;2717.0;4576.6;3997.7;4843.9;5487.4;1522.6;1605.2;4582.9;2046.6;1440.4;2953.2;3653.2;1946.7;4363.5;5283.8;4077.5;4313.2;3651.7;4390.8;748.3;3607.3;3152.7;3828.2;2264.0;4126.9;7040.8
100mN29639E43176;2132.5;4284.4;2037.7;5230.2;6026.1;2721.5;4119.0;5253.6;3419.8;1141.3;3721.7;7268.0;2131.0;1066.8;2175.4;1628.7;4704.0;3221.5;6700.2;332.7;4249.4;3222.7;3856.1;2300.6;6153.9;2808.2;3427.3;1030.1;4972.8;5066.9;6843.2;5508.5;1884.3;4546.0;2337.2;4540.2;3883.5;4510.0;5107.6;1325.4;1708.5;4491.9;2179.8;1060.6;3031.7;3273.4;2177.7;4029.6;5514.8;4041.0;3933.4;3882.7;4661.6;1191.4;3428.0;2955.5;3448.4;2342.6;4199.2;6707.0
100mN29642E43176;1855.2;4040.7;2138.5;4876.2;6319.5;2709.3;3765.1;5169.9;3713.2;911.2;3638.0;6955.6;2047.3;1360.1;1821.4;1729.5;4691.8;2909.2;6346.2;413.0;4188.3;3139.0;4149.5;2216.9;5824.1;2454.3;3600.1;1107.5;4618.8;5239.7;6530.8;5154.5;2215.0;4839.4;1983.2;4456.5;3743.5;4197.6;4753.6;1040.4;1668.2;4248.2;2280.5;706.6;3019.5;2919.4;2471.1;3717.2;5808.1;3957.4;3579.4;4176.0;4902.9;1522.1;3197.9;2736.4;3094.4;2330.4;4115.6;6394.6
100mN29645E43176;1681.7;3849.6;2417.4;4702.8;6598.4;3103.5;3591.6;5322.0;3992.1;757.0;3575.5;6757.3;2197.2;1639.1;1647.9;2008.4;5086.0;2710.9;6172.7;691.9;4182.9;3076.5;4428.4;2139.7;5650.6;2280.8;3879.0;1348.9;4445.3;5518.7;6332.5;4981.0;2605.6;5118.3;1809.7;4394.0;3570.0;3999.3;4580.1;867.0;1818.0;4057.1;2470.6;508.3;3413.7;2745.9;2750.0;3518.9;6087.0;3894.9;3405.9;4455.0;5297.1;1912.7;2993.2;2562.9;2920.9;2724.6;4265.4;6196.3
100mN29648E43176;1483.1;3413.7;2700.4;4324.9;7000.9;3183.1;3141.1;5308.5;4394.6;647.3;3562.0;6328.6;2325.3;2041.5;1197.5;2291.4;5165.4;2282.2;5794.9;1094.4;3837.4;3063.0;4830.9;2019.7;5354.5;1830.3;4162.0;1619.8;3994.9;5801.6;5903.8;4603.2;2972.8;5520.7;1431.9;4380.5;3320.4;3570.6;4129.7;945.9;2088.8;3621.2;2741.4;142.3;3493.1;2295.5;3152.5;3090.2;6489.5;3881.3;2955.5;4857.4;5389.5;2181.9;2647.7;2313.3;2470.5;2803.9;4536.3;5767.6
100mN29651E43177;1649.4;2905.9;3046.5;4370.7;7443.7;3686.9;2568.6;5474.8;4837.3;1193.4;3728.3;5820.9;2491.6;2502.7;1127.7;2637.5;5741.6;1774.4;5840.7;1582.7;3995.8;3229.3;5273.7;2186.0;5400.3;1223.3;4508.1;1965.9;3422.3;6147.7;5396.0;4649.0;3496.4;5963.5;1477.7;4546.8;3486.7;3062.9;3557.1;1202.7;2435.0;3113.4;3087.5;855.7;4069.3;1928.8;3555.8;2582.5;6932.3;4047.7;2382.9;5300.2;5965.7;2803.5;2272.0;2479.6;1897.9;3380.1;4868.0;5259.9
100mN29654E43176;1503.3;3215.6;3271.7;3836.3;7860.5;3984.8;2145.7;5328.7;5254.2;1534.2;3582.2;6019.4;2425.5;2919.5;473.9;3054.3;6100.5;2084.1;5259.0;1999.5;4214.5;3083.2;5690.5;2039.9;4865.9;1061.1;4733.4;2382.7;2999.4;6373.0;5446.8;4067.3;3913.2;6380.3;903.4;4402.8;3217.1;3160.0;3148.5;1424.3;2655.6;3423.1;3266.1;1258.8;4428.2;1274.3;3781.1;2892.2;7349.1;3857.1;1974.3;5717.0;6324.6;3117.1;2581.7;2198.2;1475.1;3739.0;4721.9;5310.6
100mN29657E43176;1851.0;3422.9;3619.4;3996.1;8208.1;4332.5;1933.1;5676.4;5601.8;1881.9;3929.9;5806.8;2773.2;3267.2;609.7;3401.9;6448.1;2291.4;5119.5;2347.2;4562.1;3430.9;6038.1;2387.6;5049.2;858.8;5081.0;2730.3;2786.8;6720.6;5234.2;3927.8;4260.8;6728.0;1132.2;4750.5;3564.7;2947.4;2935.9;1772.0;3003.2;3630.5;3613.8;1606.4;4775.8;1061.7;4128.7;2786.0;7696.7;4204.7;1761.7;6064.7;6672.2;3464.7;2789.0;2545.8;1262.5;4086.7;5069.6;5098.0
